id,Title,Type,Volumes,releaseData,endData,page_url,image_url,,,,
,Days,Manga,42,2013,2021,https://myanimelist.net/manga/61009/Days,https://cdn.myanimelist.net/r/100x140/images/manga/3/164463.jpg?s=db20952fab951e1531401c48bd9f6c65,,,,
,Kattobi Itto,Manga,46,,,https://myanimelist.net/manga/11643/Kattobi_Itto,https://cdn.myanimelist.net/r/100x140/images/manga/2/260537.jpg?s=160036824f25f79bc7d628f86175d698,,,,
,Jintian De Ta Yeshi Ruci Keai,Manhua,,2019,2022,https://myanimelist.net/manga/146945/Jintian_De_Ta_Yeshi_Ruci_Keai,https://cdn.myanimelist.net/r/100x140/images/manga/3/263324.jpg?s=bb22ef274fb5782ebdb0fae793f22a1e,,,,
,Killing Bites,Manga,,2013,,https://myanimelist.net/manga/61087/Killing_Bites,https://cdn.myanimelist.net/r/100x140/images/manga/1/188971.jpg?s=321d3ffbb30147a82a0b47fe4fce3f70,,,,
,Hadashi no Gen,Manga,10,1973,1974,https://myanimelist.net/manga/3281/Hadashi_no_Gen,https://cdn.myanimelist.net/r/100x140/images/manga/3/272017.jpg?s=c6c15a6e842a710f1e60c0e2a3f82cc3,,,,
,Nana Mix!,Manga,3,2008,2009,https://myanimelist.net/manga/18343/Nana_Mix,https://cdn.myanimelist.net/r/100x140/images/manga/2/55615.jpg?s=c45bc11d427a78902c67a5bec994ea47,,,,
,Iroha: Sweet,Doujinshi,1,2008,2009,https://myanimelist.net/manga/95133/Iroha__Sweet,https://cdn.myanimelist.net/r/100x140/images/manga/2/169435.jpg?s=0c7b0fdf8622ee7f8c1ab9464e17d9b9,,,,
,Mahou Onna ga Kuru,Manga,1,,,https://myanimelist.net/manga/22875/Mahou_Onna_ga_Kuru,https://cdn.myanimelist.net/r/100x140/images/manga/2/39925.jpg?s=38f3f9e21ef8ac11bfa3047586b27cdc,,,,
,Samishii Toki Wa,One-shot,,2007,2007,https://myanimelist.net/manga/13306/Samishii_Toki_Wa,https://cdn.myanimelist.net/r/100x140/images/manga/2/18610.jpg?s=7e28da60ec12baf5e1f23d707cd99d09,,,,
,Severe Trauma Center: Golden Hour,Manhwa,11,2019,2022,https://myanimelist.net/manga/139468/Severe_Trauma_Center__Golden_Hour,https://cdn.myanimelist.net/r/100x140/images/manga/3/249110.jpg?s=af88c372a080ddaf277451885b59bda6,,,,
,Kyuukyoku Venus,Manga,9,2006,2009,https://myanimelist.net/manga/3220/Kyuukyoku_Venus,https://cdn.myanimelist.net/r/100x140/images/manga/2/171834.jpg?s=74feeca0be9d1652a93d6c25153946f5,,,,
,Mookhyang: The Origin,Manhwa,,2021,2021,https://myanimelist.net/manga/149141/Mookhyang__The_Origin,https://cdn.myanimelist.net/r/100x140/images/manga/2/264645.jpg?s=ff43065a87c1cdc5d1446b0ea45cf76b,,,,
,Itoshi no Ko Charlotte,Manga,3,2019,2020,https://myanimelist.net/manga/123187/Itoshi_no_Ko_Charlotte,https://cdn.myanimelist.net/r/100x140/images/manga/1/234916.jpg?s=4c8dbd60551951b810568cc6ff31c653,,,,
,The Duke's Darling Daughter-in-Law,Manhwa,,2022,,https://myanimelist.net/manga/152183/The_Dukes_Darling_Daughter-in-Law,https://cdn.myanimelist.net/r/100x140/images/manga/1/269491.jpg?s=7efd850a2048441f48ffae6d890e6425,,,,
,Kishuku Gakkou no Juliet,Manga,16,2015,2019,https://myanimelist.net/manga/91514/Kishuku_Gakkou_no_Juliet,https://cdn.myanimelist.net/r/100x140/images/manga/3/188967.jpg?s=9969ab8d8f94b63b2b5b93afd0ecb47d,,,,
,Junai★Login,Manga,1,,,https://myanimelist.net/manga/11359/Junai★Login,https://cdn.myanimelist.net/r/100x140/images/manga/3/15347.jpg?s=7add87d3b760a1cc2e8059311c90800d,,,,
,Kawa yori mo Nagaku Yuruyaka ni,Manga,2,1982,1984,https://myanimelist.net/manga/12991/Kawa_yori_mo_Nagaku_Yuruyaka_ni,https://cdn.myanimelist.net/r/100x140/images/manga/3/265283.jpg?s=407d2a62b60f9daf9d805a55b8086602,,,,
,Shitayomi Danshi to Toukou Joshi,Light-Novel,1,2015,2015,https://myanimelist.net/manga/89985/Shitayomi_Danshi_to_Toukou_Joshi,https://cdn.myanimelist.net/r/100x140/images/manga/2/158448.jpg?s=c3b5ce2cd391fc71d31c98a508f195f9,,,,
,Sayonara no Riyuu,Manga,1,1995,1996,https://myanimelist.net/manga/1950/Sayonara_no_Riyuu,https://cdn.myanimelist.net/r/100x140/images/manga/5/18109.jpg?s=45b115a9a79cac13a9236f63f5b16cd7,,,,
,Houjou Urara no Renai Shousetsu Okakinasai!,Manga,2,2019,2021,https://myanimelist.net/manga/130607/Houjou_Urara_no_Renai_Shousetsu_Okakinasai,https://cdn.myanimelist.net/r/100x140/images/manga/2/236049.jpg?s=d0afccc39734a772a84f1e5dd6d1af3b,,,,
,Nariyuki Makase no Tengu Michi,Manga,2,2012,2014,https://myanimelist.net/manga/54827/Nariyuki_Makase_no_Tengu_Michi,https://cdn.myanimelist.net/r/100x140/images/manga/2/150441.jpg?s=eb0c0dc2c32827049a36b713ffbf6ddd,,,,
,Ookami Kodomo no Ame to Yuki,Novel,1,2012,2012,https://myanimelist.net/manga/127221/Ookami_Kodomo_no_Ame_to_Yuki,https://cdn.myanimelist.net/r/100x140/images/manga/3/230853.jpg?s=fd9f06fa6d637d75e553b32550aad158,,,,
,Boku no Watashi no Yusha Gaku,Manga,6,2007,2008,https://myanimelist.net/manga/1752/Boku_no_Watashi_no_Yusha_Gaku,https://cdn.myanimelist.net/r/100x140/images/manga/2/178864.jpg?s=dc64dbcc4097633cca3c6a5d6f5d10d6,,,,
,Tende Freeze!,Manga,4,2001,2004,https://myanimelist.net/manga/2966/Tende_Freeze,https://cdn.myanimelist.net/r/100x140/images/manga/1/212984.jpg?s=fa51bf7a74d5ead5b0b50b1249ea182a,,,,
,Black Rock-chan,Manga,1,2011,2012,https://myanimelist.net/manga/25472/Black_Rock-chan,https://cdn.myanimelist.net/r/100x140/images/manga/2/76905.jpg?s=aa91ad240168abfd76f21cbfc70d9a68,,,,
,Elf wa Yoru wo Omachikane,Manga,,2021,,https://myanimelist.net/manga/139757/Elf_wa_Yoru_wo_Omachikane,https://cdn.myanimelist.net/r/100x140/images/manga/3/255542.jpg?s=ac8991f8b57f9575fbf426d2d84c3e48,,,,
,Kataribe no List,Manga,6,2011,2013,https://myanimelist.net/manga/29659/Kataribe_no_List,https://cdn.myanimelist.net/r/100x140/images/manga/2/156847.jpg?s=8d051f5aee4fe18d835885c791077fd0,,,,
,Hyakujuu Kingdom,Manga,1,2007,2009,https://myanimelist.net/manga/15433/Hyakujuu_Kingdom,https://cdn.myanimelist.net/r/100x140/images/manga/5/261594.jpg?s=d6157e3f3448fc61f42c7605f73f5df8,,,,
,"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Natsukareteimasu",Manga,,2021,,https://myanimelist.net/manga/142852/Kanojo_ni_Uwaki_Sareteita_Ore_ga_Koakuma_na_Kouhai_ni_Natsukareteimasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/263260.jpg?s=db021de78bedff655b9eb20530889e06,,,,
,Nana Maru San Batsu,Manga,20,2010,2020,https://myanimelist.net/manga/23165/Nana_Maru_San_Batsu,https://cdn.myanimelist.net/r/100x140/images/manga/2/187861.jpg?s=29c87d67b90dc318a3b414423e21813c,,,,
,Level 1 dakedo Unique Skill de Saikyou desu,Manga,,2018,,https://myanimelist.net/manga/119625/Level_1_dakedo_Unique_Skill_de_Saikyou_desu,https://cdn.myanimelist.net/r/100x140/images/manga/3/225918.jpg?s=361b6460c2b80202001a0b73cbb504a7,,,,
,Shitateya Koubou,Manga,13,2004,2011,https://myanimelist.net/manga/16159/Shitateya_Koubou,https://cdn.myanimelist.net/r/100x140/images/manga/1/170424.jpg?s=dbb6b0bfc349efb0183849e75ea72989,,,,
,Kuroneko to Majo no Kyoushitsu,Manga,,2022,,https://myanimelist.net/manga/144829/Kuroneko_to_Majo_no_Kyoushitsu,https://cdn.myanimelist.net/r/100x140/images/manga/2/263983.jpg?s=cdf152dc0b2a8c0765321f299191a5c1,,,,
,Nasu,Manga,3,2001,2002,https://myanimelist.net/manga/1245/Nasu,https://cdn.myanimelist.net/r/100x140/images/manga/5/13073.jpg?s=28e5d6c9ca97ee37462d9b2ee800f692,,,,
,Naruto Ninden Series,Light-Novel,2,2010,2015,https://myanimelist.net/manga/40225/Naruto_Ninden_Series,https://cdn.myanimelist.net/r/100x140/images/manga/2/70963.jpg?s=eb6f3b2a91d5c0fb59b7a7c275e04de4,,,,
,Yuri-ota ni Yuri wa Gohatto desu!?,Manga,,2020,,https://myanimelist.net/manga/135687/Yuri-ota_ni_Yuri_wa_Gohatto_desu,https://cdn.myanimelist.net/r/100x140/images/manga/2/254742.jpg?s=4325e1bb3581c967bbd2ad61840886a1,,,,
,Ookami Kyoudai to Akazukin-chan,One-shot,,2013,2013,https://myanimelist.net/manga/59679/Ookami_Kyoudai_to_Akazukin-chan,https://cdn.myanimelist.net/r/100x140/images/manga/2/103335.jpg?s=85ee7fdfbfaaf18caa67626c1131aa8d,,,,
,Shinigami ni Sodaterareta Shoujo wa Shikkoku no Ken wo Mune ni Idaku,Light-Novel,,2018,,https://myanimelist.net/manga/122317/Shinigami_ni_Sodaterareta_Shoujo_wa_Shikkoku_no_Ken_wo_Mune_ni_Idaku,https://cdn.myanimelist.net/r/100x140/images/manga/1/227084.jpg?s=57af12bf38e79ecb697252554eb2fda4,,,,
,Aono-kun ni Sawaritai kara Shinitai,Manga,,2016,,https://myanimelist.net/manga/105708/Aono-kun_ni_Sawaritai_kara_Shinitai,https://cdn.myanimelist.net/r/100x140/images/manga/1/197568.jpg?s=7c07b3a34c9000ff77bd985d2a4e01f3,,,,
,Sora no Seibun,Manga,1,,,https://myanimelist.net/manga/2938/Sora_no_Seibun,https://cdn.myanimelist.net/r/100x140/images/manga/2/189127.jpg?s=cb2ca90b2ccce25077bf9e91e5d78456,,,,
,Chopperman: Yuke Yuke! Minna no Chopper-sensei,Manga,1,2010,,https://myanimelist.net/manga/23251/Chopperman__Yuke_Yuke_Minna_no_Chopper-sensei,https://cdn.myanimelist.net/r/100x140/images/manga/3/65203.jpg?s=500f47b4ec23313aecdb0a22ea3c7ed2,,,,
,Embalming II: Dead Body and Lover,One-shot,,2006,2006,https://myanimelist.net/manga/5596/Embalming_II__Dead_Body_and_Lover,https://cdn.myanimelist.net/r/100x140/images/manga/4/43023.jpg?s=ff7ab80e3fa99d96619c78f9b6ac056b,,,,
,Mieruko-chan: Koushiki Anthology Comic,Manga,1,2021,2021,https://myanimelist.net/manga/142637/Mieruko-chan__Koushiki_Anthology_Comic,https://cdn.myanimelist.net/r/100x140/images/manga/2/253743.jpg?s=595baedf7dd6b34894e692346a0647ab,,,,
,Kawaii Satou-kun,One-shot,,2018,2018,https://myanimelist.net/manga/114861/Kawaii_Satou-kun,https://cdn.myanimelist.net/r/100x140/images/manga/1/223928.jpg?s=092a86342fed85a52c14fec00834d249,,,,
,Boku wa Tomodachi ga Sukunai x Seitokai no Ichizon Crossover Special,Manga,,2012,2012,https://myanimelist.net/manga/40015/Boku_wa_Tomodachi_ga_Sukunai_x_Seitokai_no_Ichizon_Crossover_Special,https://cdn.myanimelist.net/r/100x140/images/manga/3/70703.jpg?s=6820027607ca18c1230783ef3a53f215,,,,
,Gin no Cross to Draculea,Light-Novel,5,2012,2013,https://myanimelist.net/manga/56155/Gin_no_Cross_to_Draculea,https://cdn.myanimelist.net/r/100x140/images/manga/1/175677.jpg?s=564b4b248d8afbdaed6ebfa0990f2716,,,,
,Amon Game,One-shot,,2005,2005,https://myanimelist.net/manga/16759/Amon_Game,https://cdn.myanimelist.net/r/100x140/images/manga/3/138567.jpg?s=712f9cfeb399300db06bbd8e940aa99c,,,,
,Fairial Garden,Manga,5,,,https://myanimelist.net/manga/6424/Fairial_Garden,https://cdn.myanimelist.net/r/100x140/images/manga/3/11001.jpg?s=9053b01c321c35a1f6bc23224ca32aa2,,,,
,Konna Mirai wa Kiitenai!!,Manga,7,2015,2018,https://myanimelist.net/manga/97795/Konna_Mirai_wa_Kiitenai,https://cdn.myanimelist.net/r/100x140/images/manga/3/179275.jpg?s=032ea507b983f54b4596b4b475863eed,,,,
,Umibe no Onnanoko,Manga,2,2009,2013,https://myanimelist.net/manga/17353/Umibe_no_Onnanoko,https://cdn.myanimelist.net/r/100x140/images/manga/3/87179.jpg?s=77a2788277f14065bbdb26eb9bd01fe1,,,,
,Yukionna to Kani wo Kuu,Manga,9,2019,2022,https://myanimelist.net/manga/117964/Yukionna_to_Kani_wo_Kuu,https://cdn.myanimelist.net/r/100x140/images/manga/1/219597.jpg?s=25ea486ed437848710316490ae444042,,,,
,Uwasaya,Manga,14,2006,2016,https://myanimelist.net/manga/4493/Uwasaya,https://cdn.myanimelist.net/r/100x140/images/manga/2/171302.jpg?s=f43b2cf1047f99200b50befc022b4eb9,,,,
,Imitation Love,Manhwa,13,,,https://myanimelist.net/manga/5154/Imitation_Love,https://cdn.myanimelist.net/r/100x140/images/manga/1/261184.jpg?s=3e4097a5f688dfd7933b417c305edda3,,,,
,Nekomichi,Manga,1,2009,,https://myanimelist.net/manga/23498/Nekomichi,https://cdn.myanimelist.net/r/100x140/images/manga/3/38462.jpg?s=f3623265f9045e45041012c97bd72825,,,,
,Kokuhakubiyori,Manga,1,2015,2016,https://myanimelist.net/manga/104018/Kokuhakubiyori,https://cdn.myanimelist.net/r/100x140/images/manga/2/190465.jpg?s=018918d6b70f8a73b89a5cdaa2970f03,,,,
,"Ai ga Nakuccha, Komarimasu!",Manga,2,2016,2018,https://myanimelist.net/manga/125855/Ai_ga_Nakuccha_Komarimasu,https://cdn.myanimelist.net/r/100x140/images/manga/1/229083.jpg?s=8d0fe2ab63c9879eeb7314c70d53356d,,,,
,Vampire Master,Manga,7,,2010,https://myanimelist.net/manga/7920/Vampire_Master,https://cdn.myanimelist.net/r/100x140/images/manga/1/41190.jpg?s=fe718cca7cb9dc64558880de75133d1f,,,,
,Blue Period,Manga,,2017,,https://myanimelist.net/manga/107931/Blue_Period,https://cdn.myanimelist.net/r/100x140/images/manga/2/204827.jpg?s=a4b4785dc95cf363e18977dfae0be1d1,,,,
,Izure Shinwa no Ragnarok,Manga,3,2016,2017,https://myanimelist.net/manga/99015/Izure_Shinwa_no_Ragnarok,https://cdn.myanimelist.net/r/100x140/images/manga/1/187243.jpg?s=07011a193712fab6fae1d9d3dc6b4b76,,,,
,Kanon,Manga,2,2000,2002,https://myanimelist.net/manga/1822/Kanon,https://cdn.myanimelist.net/r/100x140/images/manga/1/1960.jpg?s=2ba03d1e5e359afc80f2776671b4190d,,,,
,"Maou desu. Onna Yuusha no Hahaoya to Saikon shita node, Onna Yuusha ga Giri no Musume ni Narimashita. @comic",Manga,6,2019,2021,https://myanimelist.net/manga/118438/Maou_desu_Onna_Yuusha_no_Hahaoya_to_Saikon_shita_node_Onna_Yuusha_ga_Giri_no_Musume_ni_Narimashita_comic,https://cdn.myanimelist.net/r/100x140/images/manga/2/223866.jpg?s=7bc45a837d85d1b5cca90fedf1f1109b,,,,
,Saijaku Muhai no Bahamut,Light-Novel,20,2013,2020,https://myanimelist.net/manga/56217/Saijaku_Muhai_no_Bahamut,https://cdn.myanimelist.net/r/100x140/images/manga/2/175077.jpg?s=b37a4bd73b1353dae9800a3496697ebd,,,,
,Haruno to Natsukawa.,Manga,1,2013,2013,https://myanimelist.net/manga/49827/Haruno_to_Natsukawa,https://cdn.myanimelist.net/r/100x140/images/manga/1/87743.jpg?s=a366963a50b09298c4adc688884fc64b,,,,
,Sensei Lock On!,Manga,2,2012,2015,https://myanimelist.net/manga/83495/Sensei_Lock_On,https://cdn.myanimelist.net/r/100x140/images/manga/1/144823.jpg?s=0231ed95ce329b135ea71d0316a7d7d7,,,,
,Doubutsu no Oishasan,Manga,12,,,https://myanimelist.net/manga/4633/Doubutsu_no_Oishasan,https://cdn.myanimelist.net/r/100x140/images/manga/3/272910.jpg?s=c357037cf665e5cf54af94b64e65911d,,,,
,Natsu ga Owattemo Atsui,One-shot,,2010,2010,https://myanimelist.net/manga/57219/Natsu_ga_Owattemo_Atsui,https://cdn.myanimelist.net/r/100x140/images/manga/1/99365.jpg?s=cfba6781b25712c9bbe50d0b45215968,,,,
,Sayonara Piano Sonata,Light-Novel,4,2007,2008,https://myanimelist.net/manga/25609/Sayonara_Piano_Sonata,https://cdn.myanimelist.net/r/100x140/images/manga/1/147071.jpg?s=3d66b9b2baaedd86fa62db91e263765e,,,,
,Satanic Sweet,Manga,1,,2012,https://myanimelist.net/manga/40815/Satanic_Sweet,https://cdn.myanimelist.net/r/100x140/images/manga/3/209470.jpg?s=031916c89cf058aa7a7e2f6c0a4b9a47,,,,
,Little Chaos,Manga,2,2014,2015,https://myanimelist.net/manga/93449/Little_Chaos,https://cdn.myanimelist.net/r/100x140/images/manga/1/165114.jpg?s=9021bf5d541c53842fd6094493da06d8,,,,
,Magic Kaito,Manga,,1987,,https://myanimelist.net/manga/1804/Magic_Kaito,https://cdn.myanimelist.net/r/100x140/images/manga/1/164654.jpg?s=4206d97a099d1866a2b325f7828f5239,,,,
,Tensei Goblin dakedo Shitsumon Aru?,Manga,,2020,,https://myanimelist.net/manga/126524/Tensei_Goblin_dakedo_Shitsumon_Aru,https://cdn.myanimelist.net/r/100x140/images/manga/2/255262.jpg?s=e4fb090b3d755259423f8a21a64ac84b,,,,
,Zaidu Yu Ni,Manhua,,2019,,https://myanimelist.net/manga/143068/Zaidu_Yu_Ni,https://cdn.myanimelist.net/r/100x140/images/manga/2/257387.jpg?s=dffe3886c03289ff5ceb08ad7dca1523,,,,
,Kiss de Okoshite.,Manga,,2020,,https://myanimelist.net/manga/129424/Kiss_de_Okoshite,https://cdn.myanimelist.net/r/100x140/images/manga/2/234034.jpg?s=fcaff8a6b79e7011c243a6bf89c8962d,,,,
,Watashi no Taisetsu na Tomodachi,Manga,3,,,https://myanimelist.net/manga/13115/Watashi_no_Taisetsu_na_Tomodachi,https://cdn.myanimelist.net/r/100x140/images/manga/5/29168.jpg?s=ab1a34b5bc06ea539be37247a12dbdbf,,,,
,Nightmare of Solomon,One-shot,,,,https://myanimelist.net/manga/9854/Nightmare_of_Solomon,https://cdn.myanimelist.net/r/100x140/images/manga/3/33676.jpg?s=058097266ce7d2746703e07097a45d6b,,,,
,Isekai Shoukan sareta ga Kyousei Soukan sareta Ore wa Shikatanaku Yaseru Koto ni Shita.,Manga,,2018,,https://myanimelist.net/manga/116142/Isekai_Shoukan_sareta_ga_Kyousei_Soukan_sareta_Ore_wa_Shikatanaku_Yaseru_Koto_ni_Shita,https://cdn.myanimelist.net/r/100x140/images/manga/1/221874.jpg?s=53c88a32b6ee478fee9059084956451e,,,,
,Genjitsu Touhi shitetara Boroboro ni Natta Hanashi,Manga,1,2019,2019,https://myanimelist.net/manga/122691/Genjitsu_Touhi_shitetara_Boroboro_ni_Natta_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/223707.jpg?s=fc8e9a12dd3022071e33c3315f18e82d,,,,
,Trans Trans,Manga,1,2012,2012,https://myanimelist.net/manga/61561/Trans_Trans,https://cdn.myanimelist.net/r/100x140/images/manga/3/106033.jpg?s=24d73bce05656fbb02f17d5404167030,,,,
,Muriyari♥Wedding,Manga,1,2009,2013,https://myanimelist.net/manga/94249/Muriyari♥Wedding,https://cdn.myanimelist.net/r/100x140/images/manga/2/167084.jpg?s=eef62fb5e04af0e4db0804218244a320,,,,
,Steins,2749,,,,2242,https://myanimelist.net/manga/28897/Steins_Gate__Shijou_Saikyou_no_Slight_Fever,,,7.51,
,Azrael,Manhwa,,,,https://myanimelist.net/manga/33075/Azrael,https://cdn.myanimelist.net/r/100x140/images/manga/1/60561.jpg?s=dd4317c14fd7d825e7cec18e79308711,,,,
,Mobile Suit Crossbone Gundam: Skull Heart,Manga,1,2002,2004,https://myanimelist.net/manga/5203/Mobile_Suit_Crossbone_Gundam__Skull_Heart,https://cdn.myanimelist.net/r/100x140/images/manga/4/111839.jpg?s=761a6405b13da4aca5c878da2b2ad305,,,,
,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,Manga,,2019,,https://myanimelist.net/manga/123681/Kimi_no_Koto_ga_Daidaidaidaidaisuki_na_100-nin_no_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/2/229606.jpg?s=1466fbadbe0560c35b994f0cc5e6e6a7,,,,
,Kiss shitai Otoko,One-shot,,2021,2021,https://myanimelist.net/manga/146253/Kiss_shitai_Otoko,https://cdn.myanimelist.net/r/100x140/images/manga/1/258879.jpg?s=87213b77f72662c84ac4e43f7a64f5fb,,,,
,Itsuka Tomodachi ja Nakunaru toshitemo,Manga,1,2012,2012,https://myanimelist.net/manga/66645/Itsuka_Tomodachi_ja_Nakunaru_toshitemo,https://cdn.myanimelist.net/r/100x140/images/manga/1/116263.jpg?s=edc386d1ee773d79007f26589d0389be,,,,
,Gakuen K,Manga,4,2014,2016,https://myanimelist.net/manga/62001/Gakuen_K,https://cdn.myanimelist.net/r/100x140/images/manga/3/133607.jpg?s=2ca5ef7848e94934c61e242e022b61ee,,,,
,Union!,Manga,,2014,2014,https://myanimelist.net/manga/79145/Union,https://cdn.myanimelist.net/r/100x140/images/manga/2/136933.jpg?s=f862c6e993b5bf3bd8d66bed0bccac89,,,,
,Dekoboko Girlish,Manga,3,2009,2014,https://myanimelist.net/manga/45903/Dekoboko_Girlish,https://cdn.myanimelist.net/r/100x140/images/manga/1/184372.jpg?s=8ffafae683ce0aaa11ff16a20e4c9de5,,,,
,Vampire Vampire!,Manga,1,,,https://myanimelist.net/manga/6090/Vampire_Vampire,https://cdn.myanimelist.net/r/100x140/images/manga/2/7807.jpg?s=050cc0e11245ba1168f092f5a88c6703,,,,
,"Tensei shitara Otome Game no Sekai? Ie, Majutsu wo Kiwameru no ni Isogashii node Souiu no wa Kekkou desu.",Manga,,2019,,https://myanimelist.net/manga/125864/Tensei_shitara_Otome_Game_no_Sekai_Ie_Majutsu_wo_Kiwameru_no_ni_Isogashii_node_Souiu_no_wa_Kekkou_desu,https://cdn.myanimelist.net/r/100x140/images/manga/2/229095.jpg?s=c447e21adfe0d41d5374610589281120,,,,
,R.I.P.,Manga,1,1999,2000,https://myanimelist.net/manga/492/RIP,https://cdn.myanimelist.net/r/100x140/images/manga/3/254481.jpg?s=ce34c3a0c80c5124db6542be9c2b1d50,,,,
,Tsutaete Ii no,Manga,2,2009,2014,https://myanimelist.net/manga/17662/Tsutaete_Ii_no,https://cdn.myanimelist.net/r/100x140/images/manga/2/165572.jpg?s=1b96d0c3409af19b7c960a340b72cc0b,,,,
,Lucky Star Pocket Travelers,Manga,1,2007,,https://myanimelist.net/manga/4505/Lucky_Star_Pocket_Travelers,https://cdn.myanimelist.net/r/100x140/images/manga/1/6659.jpg?s=83237ae9880ea8bb156242701adb5e59,,,,
,Denpa-teki na Kanojo,Light-Novel,3,2004,2005,https://myanimelist.net/manga/17992/Denpa-teki_na_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/4/154103.jpg?s=3c18123ec4a566d459d3e93ef7fa9415,,,,
,Gakkou no Sensei,Manga,5,2009,2011,https://myanimelist.net/manga/17168/Gakkou_no_Sensei,https://cdn.myanimelist.net/r/100x140/images/manga/5/62185.jpg?s=ac992a367a13160c0a9a59a19f032e85,,,,
,Bonnouji,Manga,3,2008,2012,https://myanimelist.net/manga/28226/Bonnouji,https://cdn.myanimelist.net/r/100x140/images/manga/2/159423.jpg?s=ca9797827db22daf8cfcf081061ef717,,,,
,Aoi Tori no Shinwa: Blue Myth Overture,Manga,1,,,https://myanimelist.net/manga/29457/Aoi_Tori_no_Shinwa__Blue_Myth_Overture,https://cdn.myanimelist.net/r/100x140/images/manga/2/227660.jpg?s=dc3fc9728fc692179125ede500ed24c1,,,,
,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,Manga,17,1995,1999,https://myanimelist.net/manga/3008/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,https://cdn.myanimelist.net/r/100x140/images/manga/1/269912.jpg?s=729f7dbd2412558e110f5f463f921807,,,,
,Otokonoko ni wa Himitsu ga Aru,Manga,2,2013,2014,https://myanimelist.net/manga/83763/Otokonoko_ni_wa_Himitsu_ga_Aru,https://cdn.myanimelist.net/r/100x140/images/manga/1/261537.jpg?s=4550efe49d22b0e5ef6accd85336129a,,,,
,Yami no Koe,Manga,1,2002,2003,https://myanimelist.net/manga/3126/Yami_no_Koe,https://cdn.myanimelist.net/r/100x140/images/manga/2/234264.jpg?s=500b2bbd7d1688126d7027f3291546d1,,,,
,Violence & Peace,Manga,1,,,https://myanimelist.net/manga/22539/Violence___Peace,https://cdn.myanimelist.net/r/100x140/images/manga/1/198950.jpg?s=ad73f13d61b0e1336842f6267eb1f200,,,,
,The Way This Boy Lives,Manhwa,4,,,https://myanimelist.net/manga/3384/The_Way_This_Boy_Lives,https://cdn.myanimelist.net/r/100x140/images/manga/2/3754.jpg?s=654659bd3c75a9d6022c05565479fcd5,,,,
,Hidamari ga Kikoeru: Shunkashuutou,Manga,,2020,,https://myanimelist.net/manga/139289/Hidamari_ga_Kikoeru__Shunkashuutou,https://cdn.myanimelist.net/r/100x140/images/manga/1/253037.jpg?s=0001fd807b05d59e5a56ebb07e058b0b,,,,
,Kimi to Harujion,Manga,1,2004,2004,https://myanimelist.net/manga/2657/Kimi_to_Harujion,https://cdn.myanimelist.net/r/100x140/images/manga/3/144059.jpg?s=d6c31997add07135731b576b45697b3c,,,,
,Suna no Ue Rakuen,Manga,1,,,https://myanimelist.net/manga/5845/Suna_no_Ue_Rakuen,https://cdn.myanimelist.net/r/100x140/images/manga/3/7481.jpg?s=4406c8d015ad3f7a7fe9aca507df4646,,,,
,Honnou Chocolat,Manga,1,,,https://myanimelist.net/manga/10109/Honnou_Chocolat,https://cdn.myanimelist.net/r/100x140/images/manga/2/203732.jpg?s=50ded5333ecd5a85a5b697e4745e1af6,,,,
,Assassin's Creed: Cinders,One-shot,,2021,2021,https://myanimelist.net/manga/135873/Assassins_Creed__Cinders,https://cdn.myanimelist.net/r/100x140/images/manga/1/254943.jpg?s=c8d6f1a77c776335280cc014c09123b7,,,,
,Miageru to Kimi wa,Manga,4,2018,2019,https://myanimelist.net/manga/116775/Miageru_to_Kimi_wa,https://cdn.myanimelist.net/r/100x140/images/manga/2/219457.jpg?s=c010a8afbf872658dbf582f2d2bbd57f,,,,
,Kafka,Manga,1,2008,2010,https://myanimelist.net/manga/112932/Kafka,https://cdn.myanimelist.net/r/100x140/images/manga/1/207126.jpg?s=489f69742626e270340e35473825c72f,,,,
,Kansen Rettou,Manga,1,,,https://myanimelist.net/manga/17222/Kansen_Rettou,https://cdn.myanimelist.net/r/100x140/images/manga/1/25869.jpg?s=d2fb4cfc92a4f2c332840c09d32b689b,,,,
,Fate/Grand Order: Epic of Remnant - Ashu Tokuiten III/Ashu Heikou Sekai - Shizan Ketsuga Butai Shimousa no Kuni - Eirei Kengou Nanaban Shoubu,Manga,,2019,,https://myanimelist.net/manga/117241/Fate_Grand_Order__Epic_of_Remnant_-_Ashu_Tokuiten_III_Ashu_Heikou_Sekai_-_Shizan_Ketsuga_Butai_Shimousa_no_Kuni_-_Eirei_Kengou_Nanaban_Shoubu,https://cdn.myanimelist.net/r/100x140/images/manga/3/226273.jpg?s=de9f82f7eed7bb5f1e00ec7b08fe56ec,,,,
